term_str,vector,x,y,n,n_chars,p,i,n_pos,stop,stem_porter,stem_snowball,stem_lancaster,max_pos_y,pos_max
s,"[ 0.11044069  0.00077188  0.23485182 -0.2774357   0.02869108 -0.05295089
  0.01961291 -0.06187491 -0.18289226 -0.10413379 -0.02597357 -0.01953034
 -0.17825103  0.09952866  0.06544501  0.00679872 -0.02944993  0.16648248
 -0.23323055 -0.04464512  0.03848131 -0.07842712 -0.00941024  0.0602094
  0.1698245  -0.00966598 -0.12420369 -0.06283639 -0.03866494  0.06186818
 -0.02591063  0.04202538  0.02937599  0.03405542  0.08352324 -0.22898406
  0.03908236 -0.05673744  0.00784983 -0.1968715  -0.0133983   0.0564523
 -0.06114924  0.13328986  0.03338758  0.10969292 -0.12789294 -0.2110493
  0.1288029   0.1488979   0.2035071   0.07300266  0.0265296  -0.24217385
 -0.27714816  0.17244649  0.19174117 -0.16125546 -0.17503148  0.1463109
 -0.03955779 -0.07037942 -0.3715709  -0.05901251  0.03543993 -0.14318508
 -0.03724331  0.0661006   0.4236759   0.2771653   0.09042713  0.02052194
 -0.28239474 -0.02374241 -0.00824928  0.1548339   0.21923643 -0.08393122
 -0.13024804 -0.06162002  0.10815118  0.09671263  0.11708862 -0.11715247
 -0.09314447  0.05675016 -0.10676981 -0.11469758 -0.17430806  0.10558811
  0.01079398 -0.18307488 -0.1330624  -0.2010135   0.10796736  0.1620519
 -0.35029963  0.3508091  -0.20195131  0.30225864  0.08201689  0.05944579
  0.06872208  0.04980977 -0.03002003 -0.09852765  0.20892307  0.22722831
 -0.00144528 -0.19844592 -0.199863    0.24309781  0.00987825  0.00551408
  0.23119393  0.12809145 -0.15572599  0.20547263 -0.01705872 -0.15971495
  0.09598294 -0.02166406 -0.34401625  0.10150841 -0.17534973 -0.01378706
 -0.2161202   0.1812613   0.504424    0.16068393 -0.0081035  -0.20657356
 -0.11790106 -0.11338887  0.3144273  -0.03313668  0.2349458  -0.03383736
  0.01853818  0.0086773   0.07816605  0.09283058 -0.35101134 -0.17629229
  0.41193786  0.03175098 -0.01745674 -0.00312066  0.14489512 -0.06847332
  0.04962221 -0.06657472 -0.09923512 -0.07055634 -0.19370602 -0.2186797
 -0.3147134   0.07851055 -0.29099843  0.3314227   0.09307033  0.12494787
  0.02864183 -0.48482448 -0.13889526  0.02032303 -0.09653496 -0.2956365
 -0.20631434  0.3323442  -0.25856006  0.16439699  0.16700406  0.26785254
 -0.23745227 -0.07544271  0.05484313 -0.03190148 -0.00945953 -0.05233106
  0.12601669 -0.07345868 -0.07351607  0.11070469  0.08878557  0.27044854
  0.2150685  -0.15575969 -0.04116107 -0.05947382 -0.21944435 -0.19298731
  0.41555047  0.23362319 -0.10959087  0.04264987 -0.17588662 -0.14918907
 -0.01066944  0.20775154  0.11804549  0.06079491 -0.20086578  0.1058376
  0.01690684 -0.12300646 -0.01241008 -0.23152666 -0.00103158  0.1888213
  0.06550661 -0.1316     -0.03420279 -0.4362743   0.12841184 -0.1176331
  0.05995014 -0.03212862 -0.30292833 -0.04011924  0.12761103  0.20664333
 -0.00708107  0.16965412 -0.01536028 -0.14837325 -0.01683367  0.24097496
 -0.04663609  0.4250175   0.18870187 -0.11030445  0.10076472 -0.02841504
 -0.39174613 -0.1660387  -0.08967871  0.28827286 -0.13122068  0.35906702
  0.30683953 -0.24285042  0.08829061 -0.00384934  0.10136496  0.09285169]",32.6634,9.157865,8128,1,0.007346003260873495,7.088824748183454,3,1,s,s,s,NN,NN
ron,"[ 3.33335876e-01  2.14569256e-01  1.13266759e-01 -4.28892523e-01
 -7.67176375e-02  5.59729151e-02  1.58529412e-02 -5.98726608e-02
 -7.82721937e-02 -7.08060503e-01 -2.61965841e-01 -1.68649316e-01
 -1.42867893e-01 -9.72096995e-02  1.51521236e-01  2.79945791e-01
  1.58520445e-01 -1.02148786e-01 -6.09874129e-01  1.44667372e-01
 -6.31728545e-02 -5.67512661e-02 -5.52131116e-01 -4.59734090e-02
  2.51845390e-01  2.25698858e-01 -3.15317571e-01  5.37229627e-02
 -1.10315248e-01 -1.23823658e-01 -1.90611612e-02  5.99741973e-02
 -2.07237676e-01 -3.50700691e-02 -4.25947681e-02  3.03593576e-01
  1.30661130e-01  5.41960672e-02  1.93239719e-01 -3.92106444e-01
 -3.34817708e-01 -1.81252003e-01 -1.31985724e-01  2.15063110e-01
  5.55481128e-02  1.47053823e-01  1.31975576e-01 -1.83302179e-01
  6.02581441e-01  2.68727564e-03 -8.13041031e-02 -1.28995776e-01
 -8.86219367e-03 -1.90976962e-01 -3.22398424e-01  3.15432280e-01
  3.43820006e-02  1.25327064e-02 -7.98796117e-02  1.06878892e-01
  1.09940767e-01  1.32902518e-01 -3.36742610e-01 -3.41930509e-01
  1.03748299e-01 -7.03882128e-02  2.64799483e-02  9.66521055e-02
  2.78823376e-01  1.52357846e-01  4.61651981e-02 -2.38682628e-01
 -4.42364097e-01 -3.23016122e-02  9.56818014e-02  1.58083320e-01
  1.71469122e-01 -2.20159337e-01  1.74096495e-01 -2.34345168e-01
  3.38799357e-01  1.40620232e-01  3.91105384e-01  1.96535364e-01
 -3.51662338e-01 -2.21415028e-01 -9.76864621e-02 -6.12251721e-02
 -3.95526618e-01 -1.77703202e-02  2.95679301e-01  5.38888872e-02
 -2.53786653e-01 -1.05158225e-01 -2.29771063e-01  5.07535189e-02
 -4.15207865e-03  1.47496626e-01 -1.38700128e-01  2.91935921e-01
  2.58868873e-01  7.23053366e-02 -6.58545643e-02  4.00175482e-01
  6.87050819e-02 -2.81276762e-01  3.20892572e-01  3.16230744e-01
 -1.03091478e-01 -1.22135162e-01  1.18704900e-01  2.03815773e-01
  3.05968225e-01 -2.66911596e-01  1.09568276e-01  4.39872354e-01
 -6.73746094e-02  2.41173729e-02  2.97466695e-01 -2.53361613e-01
  1.05977379e-01  3.40129167e-01 -4.94493991e-01 -3.02607834e-01
 -3.90132099e-01 -1.61607265e-01 -4.16134536e-01  1.35020599e-01
  1.10621381e+00  4.19687301e-01 -2.85413619e-02  1.39406040e-01
  2.16606647e-01  1.17181884e-02  5.42905271e-01 -4.26233187e-03
  1.44585550e-01  1.48221642e-01  4.91378456e-01 -1.35924622e-01
  2.66106844e-01  1.53345063e-01 -2.63175845e-01 -6.19993508e-01
  3.88626218e-01  6.54110219e-03 -5.60311042e-02  5.57905585e-02
  3.05664539e-01 -2.21133038e-01 -1.85337812e-01 -1.23270154e-01
  6.63404167e-02  3.77435952e-01 -2.38564778e-02 -5.40738344e-01
 -3.85086775e-01 -7.48787308e-03 -8.22565019e-01  7.86611676e-01
  1.49457613e-02  6.83137774e-01 -6.29854295e-03 -3.89599502e-01
 -1.83978807e-02  3.18637252e-01  1.73482329e-01  9.18184221e-02
 -2.29185447e-01  5.51513851e-01 -1.02444597e-01  1.22892536e-01
  2.21277233e-02  3.66526023e-02  1.54866964e-01  1.06585152e-01
  1.69264540e-01 -5.83345853e-02 -9.73090529e-02  1.89286485e-01
  6.43734587e-03 -3.70917112e-01 -9.92484242e-02  7.60935098e-02
  1.29342854e-01  1.56028375e-01  1.69722021e-01 -2.46779129e-01
  1.28022343e-01  3.90308984e-02 -2.63124675e-01 -2.87918359e-01
  2.15696931e-01 -1.21652856e-01 -1.03201702e-01 -1.86600819e-01
 -2.63113409e-01  7.48867244e-02  1.40780807e-01  1.96086451e-01
  1.66033864e-01 -2.61348456e-01 -2.02094331e-01  2.82988250e-01
 -2.31111020e-01  5.75560480e-02 -4.47761789e-02 -2.09096149e-01
  3.10134981e-02  8.44299793e-02 -2.09794968e-01 -2.07185932e-02
 -1.96194611e-04 -5.02409399e-01  2.04011336e-01 -1.28981516e-01
 -1.03761524e-01 -4.93632667e-02 -4.23446566e-01 -4.99912687e-02
  1.13420352e-01  4.91297208e-02  1.05140522e-01  3.09331361e-02
 -1.75916463e-01  1.36300698e-01  1.62538663e-01  1.79454625e-01
  5.86307764e-01  3.00258100e-01  1.77532658e-01  1.52466670e-01
 -1.33974880e-01 -2.76162505e-01 -1.59397628e-03  1.47436172e-01
 -3.34151238e-02  4.40786242e-01  2.53801681e-02  2.04166681e-01
  6.37838781e-01 -2.73383021e-01  1.30663395e-01 -5.03455460e-01
  3.59406561e-01 -1.35784179e-01]",2.1433094,-26.0101,6017,3,0.005438103053724879,7.522680793525765,5,0,ron,ron,ron,NN,NN
hermione,"[ 3.32486123e-01  1.74961910e-01  2.22724840e-01 -4.69266653e-01
 -5.46418242e-02  1.09276906e-01  5.05755190e-03 -6.48616478e-02
 -1.47598952e-01 -5.81198275e-01 -1.33469447e-01 -2.11171582e-01
 -1.73629895e-01 -7.07549676e-02  1.76546052e-01  2.36265704e-01
  5.31039275e-02 -7.05971569e-02 -5.82853317e-01  2.60728225e-02
 -2.87013985e-02 -9.00544524e-02 -4.92408156e-01 -7.09232017e-02
  3.00339103e-01  6.35146201e-02 -3.27591300e-01  7.30146542e-02
 -1.68543160e-01 -6.59406111e-02  1.16244555e-02  1.35340923e-02
 -1.94029033e-01 -1.24320053e-02 -6.28975555e-02  1.61851004e-01
  1.26180872e-01  5.08771129e-02  1.79945156e-01 -3.49344224e-01
 -2.16313034e-01 -2.53947079e-01 -1.51507616e-01  2.11263031e-01
  6.12475816e-03  1.13988765e-01  1.54159576e-01 -1.96216822e-01
  5.45576215e-01  6.11261129e-02 -5.35350442e-02 -1.68891296e-01
  2.61079334e-02 -1.97048426e-01 -3.90942663e-01  3.34137529e-01
  5.82547113e-02 -4.91620302e-02 -1.17514938e-01  6.33737743e-02
  1.73777282e-01  8.51906911e-02 -3.85452598e-01 -2.55410433e-01
  3.55596803e-02 -1.00096367e-01 -3.18823494e-02  6.45907149e-02
  3.73754025e-01  1.47551015e-01  9.94336233e-02 -1.51216954e-01
 -4.85786885e-01 -4.81610075e-02  7.50069618e-02  1.25327945e-01
  1.79688320e-01 -2.74146378e-01  1.28582537e-01 -2.21313015e-01
  2.74740785e-01  1.77478358e-01  3.31406474e-01  2.17445791e-01
 -2.77785331e-01 -2.07251981e-01 -6.72407746e-02 -6.54105470e-02
 -2.88397402e-01 -6.87326416e-02  2.84137845e-01 -7.01621082e-03
 -2.23218396e-01 -1.62106648e-01 -1.69932380e-01  1.74429193e-01
 -1.22424312e-01  2.42701784e-01 -8.18221197e-02  3.57700527e-01
  1.60574079e-01 -5.89673407e-02 -9.43787862e-03  3.65057975e-01
  8.61598030e-02 -2.83070147e-01  2.69337922e-01  2.64215499e-01
 -1.10276267e-01 -1.68624356e-01  3.22515927e-02  3.82551178e-02
  3.14413607e-01 -2.08120510e-01  8.87321755e-02  2.91170925e-01
 -1.38775334e-02  1.17286377e-01  3.08195800e-01 -1.42262235e-01
  8.74615312e-02  3.52888972e-01 -4.98239458e-01 -2.66329765e-01
 -2.51736373e-01 -2.06116423e-01 -3.55085343e-01  3.60827297e-02
  9.02070999e-01  3.09596986e-01 -7.21665695e-02  1.30091444e-01
  1.09585226e-01  6.62568733e-02  4.50683683e-01  6.21420965e-02
  3.91048454e-02  5.74420951e-02  3.15778881e-01 -8.05752352e-02
  1.77678481e-01  9.29155126e-02 -2.06710517e-01 -5.72404981e-01
  3.10304701e-01  4.02246304e-02 -1.03167176e-01  2.69756224e-02
  2.97279149e-01 -3.00824672e-01 -1.04927026e-01 -8.43285769e-02
  9.17316377e-02  3.82722765e-01 -4.68313135e-02 -5.40489674e-01
 -2.76682377e-01 -9.06891972e-02 -6.79941237e-01  6.76774263e-01
  5.48183778e-03  5.36968648e-01 -7.61387050e-02 -4.36190724e-01
 -1.36805847e-01  2.91232973e-01  1.37225300e-01 -7.94315115e-02
 -2.75080949e-01  5.95345855e-01 -2.19650790e-01  1.42813280e-01
  6.33907830e-03  1.31880611e-01  1.09341510e-01  3.92260849e-02
  1.07153907e-01  2.58871261e-02 -1.34698659e-01  2.37574473e-01
  9.58071202e-02 -4.37863380e-01 -1.64846987e-01  1.15422331e-01
  8.63672271e-02  2.16774091e-01  2.83847749e-01 -2.27593824e-01
  6.05360717e-02  3.62136476e-02 -2.86853701e-01 -3.67212951e-01
  3.38137716e-01  8.14745203e-04 -1.26292974e-01 -1.12785138e-01
 -2.24292234e-01  3.34629528e-02  1.81463003e-01  2.40214929e-01
  1.59339085e-01 -2.51547575e-01 -2.07725704e-01  2.96911567e-01
 -2.65426427e-01 -5.04623167e-03 -1.49706621e-02 -2.18730152e-01
  7.24717155e-02  9.40111652e-02 -7.32988641e-02  6.20731600e-02
 -6.12178743e-02 -4.86393332e-01  1.93482116e-01 -1.08671062e-01
 -7.01779202e-02 -1.76635101e-01 -4.09528524e-01 -1.56831324e-01
  9.50773209e-02  1.23508766e-01  6.81595504e-02  1.78563297e-01
 -1.47762641e-01  7.53690228e-02  1.10514916e-01  1.48931101e-01
  4.55273211e-01  4.08915967e-01  1.27807289e-01 -1.51040507e-02
 -1.28864914e-01 -2.07306743e-01 -1.24463417e-01  5.71351238e-02
 -9.86112952e-02  5.20978928e-01  3.12548280e-02  2.66475499e-01
  6.67494833e-01 -3.06953073e-01  1.39006719e-01 -4.61633950e-01
  3.09705377e-01 -1.38916194e-01]",2.3504727,-26.024586,5051,8,0.004565042134679137,7.775156108524417,4,0,hermion,hermion,herm,NN,NN
t,"[-4.43294525e-01  6.17978573e-02  9.17917848e-01 -3.95749837e-01
 -1.06665581e-01  5.16246974e-01  8.98408949e-01 -6.03630960e-01
 -1.02930474e+00 -3.19522589e-01  5.39702237e-01 -1.15786714e-03
 -1.01159346e+00  2.20697045e-01  7.82071114e-01 -2.69684941e-01
 -7.66371489e-01  6.37825429e-01 -1.10585439e+00  2.70225644e-01
 -2.29457140e-01  4.24954206e-01 -3.27787101e-01 -9.75993201e-02
  1.30158737e-01  3.35233569e-01 -4.65979166e-02  4.05557692e-01
 -8.47566247e-01  4.11357462e-01 -8.38830531e-01 -2.23267093e-01
  6.05210185e-01 -2.31322303e-01 -1.94808245e-01 -1.52049754e-02
 -4.90534991e-01 -5.60107292e-04  8.40369344e-01 -3.77428293e-01
 -4.18606371e-01 -6.37420475e-01 -9.36259806e-01  4.18672085e-01
 -2.26433694e-01  1.01607060e+00 -4.11747277e-01 -4.87138331e-01
 -1.26754910e-01  7.57529140e-01  1.27786160e+00 -1.22875504e-01
  2.29685381e-01 -7.85437346e-01 -7.15987682e-01  1.67950302e-01
  2.40402162e-01 -2.72882208e-02 -5.33006072e-01  6.47200495e-02
  1.66597962e-02 -2.32189327e-01 -1.16340518e+00  8.62647533e-01
  4.72482681e-01  1.40474200e-01  3.48026812e-01  4.68443960e-01
  8.92256558e-01 -7.52239674e-02 -5.13714969e-01  4.13712502e-01
 -2.35644490e-01 -2.22424209e-01  7.07845747e-01 -6.16555195e-03
  8.34607065e-01  1.11696303e-01 -5.50658286e-01 -1.45822436e-01
 -3.63984674e-01 -2.22654641e-01  4.75267112e-01  4.50320959e-01
  4.77323443e-01 -5.91122150e-01  1.47804826e-01 -2.24279568e-01
 -2.04031140e-01 -5.69310665e-01  2.80585498e-01 -7.47071564e-01
  3.78019363e-01 -4.93777752e-01  2.80270100e-01  9.43939149e-01
 -3.86608511e-01  1.10599983e+00 -3.78087908e-01  6.90804541e-01
  3.02033693e-01 -8.47401321e-01 -1.37342229e-01  2.69326538e-01
  9.38418657e-02 -1.89040110e-01  1.12641633e-01 -1.85782388e-01
  5.31370100e-03 -1.65335909e-01 -6.02361202e-01  2.25467175e-01
  2.89986189e-02  1.61924168e-01  1.50495529e-01  8.63097459e-02
 -1.52862266e-01 -2.77292609e-01  1.13793492e-01  8.04746673e-02
  7.37106860e-01 -8.13772559e-01 -9.11799610e-01 -2.21151665e-01
  3.27796996e-01 -5.79277053e-02 -9.34285581e-01  5.45890808e-01
  5.02807379e-01  9.39223528e-01 -7.49979138e-01 -2.56912746e-02
 -4.58921224e-01 -1.24368735e-01  7.29587615e-01  4.34989721e-01
 -2.76363552e-01 -1.61837906e-01 -3.82431388e-01 -2.79157221e-01
 -9.17218089e-01  4.38353270e-02 -3.92131180e-01 -1.07661128e+00
  7.00135231e-01  1.53705791e-01  3.38042140e-01 -1.22338496e-01
  2.02369779e-01 -7.83818424e-01 -3.30366611e-01  8.39634985e-02
 -5.44902623e-01  3.38957131e-01  3.58623601e-02 -6.66759670e-01
  5.62576950e-01  1.13275814e+00 -3.69799912e-01  6.80788994e-01
  4.68605101e-01  3.06482464e-01 -1.71068013e-01 -1.25827503e+00
 -1.30326772e+00  7.02930927e-01 -1.28107250e-01 -1.12579286e+00
 -5.16713917e-01  7.17946112e-01 -9.81296659e-01  1.29263967e-01
  4.90257055e-01 -2.19625041e-01 -4.25255656e-01 -2.51496106e-01
  4.86843437e-01  7.07086325e-01  7.23724484e-01 -5.97084224e-01
  5.64133406e-01 -9.06629205e-01 -3.77795458e-01  6.21167421e-01
 -1.29307091e-01  1.92426145e-01  8.10853243e-01 -7.01643705e-01
 -4.22242075e-01 -7.43393898e-02 -5.95189452e-01 -5.84207892e-01
  1.36760974e+00  8.47435176e-01  1.97580591e-01  8.78666162e-01
 -8.49566758e-01  5.26086152e-01  1.99837804e-01  3.81426096e-01
  7.25598276e-01  3.47102344e-01  5.58416694e-02  6.62548125e-01
 -1.72590464e-02 -5.51734030e-01 -5.02147898e-02  3.49936308e-03
 -9.64707285e-02  6.64139032e-01  5.57344794e-01  4.53255951e-01
  2.67033190e-01 -1.76520064e-01  1.58403385e-02  1.30196959e-01
  4.39039677e-01 -6.09189272e-01 -9.86302972e-01 -1.47093058e-01
  6.08817577e-01 -5.91452979e-02  2.07959190e-02  9.42769468e-01
  4.59428251e-01  1.42135739e-01 -4.80591357e-01  4.28115010e-01
 -3.16022575e-01 -1.57057628e-01  2.02033758e-01 -4.64656949e-01
  5.00250220e-01  3.44719619e-01 -6.98912144e-01 -7.29219615e-01
 -2.43670166e-01  1.62943780e-01 -1.43387228e-01  4.39253509e-01
  1.08447158e+00 -7.81070411e-01  7.30520785e-01 -3.08704078e-01
  1.39264137e-01  5.30362844e-01]",41.829456,14.557658,4876,1,0.004406878924707082,7.826027024335407,5,1,t,t,t,NN,NN
dumbledore,"[-7.19278038e-01 -2.97459096e-01 -1.25403702e-01  4.72127786e-03
  1.72645375e-01 -1.53324846e-02 -2.89212137e-01  9.12227556e-02
 -2.12069407e-01  5.33614814e-01  1.30114466e-01 -5.27166612e-02
 -7.52906576e-02 -4.01126333e-02  3.14706415e-02 -1.91639915e-01
 -1.48804802e-02  2.50323713e-01  4.74313498e-01 -3.31267834e-01
 -1.47834383e-02 -1.54104993e-01  3.45664799e-01  3.12207997e-01
  8.43634158e-02 -1.93636611e-01  4.31974888e-01 -7.78173208e-02
  1.54356733e-01 -2.54265405e-03  3.22367966e-01 -1.63390709e-03
  6.27293065e-02  1.19882189e-01 -1.04230970e-01 -7.58668602e-01
 -7.38128647e-02  6.09582514e-02 -1.85788155e-01 -1.80343948e-02
  4.24509555e-01  1.21970326e-01  5.76031029e-01 -3.40699881e-01
 -6.68673590e-02 -3.06968153e-01  1.00098863e-01 -1.64413184e-01
  4.08190377e-02 -7.61660039e-02  3.83122601e-02  5.59061021e-02
  1.80949733e-01  4.51387353e-02  4.31111939e-02 -1.75109476e-01
  3.52451175e-01 -5.35488188e-01 -2.61410065e-02  2.66170561e-01
  3.00306827e-02 -1.43148080e-01 -2.73178369e-01  2.94267833e-01
 -1.03623055e-01 -2.10475221e-01 -1.20123118e-01  1.86568145e-02
  2.20339864e-01  3.26293916e-01  5.84858432e-02  5.29582083e-01
 -1.51954025e-01  2.67540932e-01 -9.72242579e-02  1.09216370e-01
 -1.07769025e-02  2.39743888e-01 -2.70258158e-01  3.47974092e-01
 -1.43806517e-01  4.52390723e-02 -2.18207389e-01 -4.32717204e-01
  2.43892848e-01  3.14408839e-01 -1.37499496e-02 -1.53827637e-01
  2.60253072e-01  4.70973760e-01  4.65903170e-02 -9.65765864e-02
  8.08907375e-02 -6.69362471e-02  1.78762376e-01  3.22171718e-01
 -6.43661544e-02  2.60257781e-01  2.13231802e-01  4.06034477e-02
 -6.62483573e-02  2.45024398e-01  1.09761022e-01 -8.38292018e-02
 -4.01334018e-01  1.66696042e-01 -1.58818550e-02  4.70919818e-01
 -4.11228742e-03 -1.04934439e-01 -2.69547641e-01  5.00249445e-01
 -1.40138239e-01  2.18726605e-01  1.69662252e-01 -6.21039746e-03
 -2.81055659e-01  1.49393246e-01 -4.29683626e-01 -4.64934222e-02
  9.94540751e-02 -3.16308975e-01 -1.95671260e-01  4.51456308e-01
 -1.08457498e-01 -5.63870929e-02  1.86358333e-01 -1.01473052e-02
 -5.71625344e-02 -1.22271970e-01  9.27166492e-02 -6.20298922e-01
 -3.27272922e-01 -6.22939877e-02  3.60480137e-02  5.85734695e-02
  2.78755754e-01 -1.69498101e-01 -5.04490316e-01  1.44589106e-02
 -6.87912405e-02 -2.62673736e-01 -4.73596692e-01  2.63850302e-01
  8.46672803e-03 -1.76494732e-01 -1.23967573e-01 -4.93194908e-02
 -1.55689836e-01  8.88976734e-03  3.49803746e-01 -1.01142608e-01
 -8.65912344e-03 -3.60241681e-01 -2.52594054e-01 -2.32148424e-01
 -1.15983404e-01  3.49608183e-01  1.00153692e-01 -1.14176594e-01
  2.68592507e-01 -1.89182624e-01 -5.89284338e-02 -6.38465807e-02
 -3.84953976e-01 -3.20843816e-01 -2.35962689e-01 -1.63608477e-01
  1.21943243e-01 -2.13480666e-01 -5.06820321e-01  8.93087536e-02
  1.25558257e-01  3.24736655e-01 -4.68743026e-01 -3.58936429e-01
  1.69996217e-01  4.06186908e-01  3.44982564e-01  1.07894361e-01
  1.43595457e-01  8.72652233e-02 -3.58084440e-01 -2.71893814e-02
  2.62297858e-02  2.23250285e-01  1.51964694e-01  2.18822882e-01
  5.38148396e-02 -3.95413995e-01 -1.25462040e-01  4.26193699e-02
  8.62945542e-02  4.12068516e-01 -2.51689166e-01  8.87473077e-02
  1.53596237e-01 -1.77927002e-01  3.84169035e-02 -1.31817743e-01
  4.67819385e-02  3.49298507e-01 -1.38936177e-01 -2.83874899e-01
  1.63854197e-01 -1.93933040e-01 -9.00806393e-03 -6.19257353e-02
 -4.10660841e-02 -1.37713581e-01  3.54883730e-01 -5.98611236e-02
 -3.05257231e-01 -1.78633466e-01 -1.49231613e-01 -1.16041377e-01
 -7.70850852e-02 -3.17747481e-02  1.09552458e-01 -1.09313630e-01
 -9.02692263e-05  1.94992512e-01 -1.05232388e-01  3.24079454e-01
  8.61285031e-02 -1.24995768e-01 -6.45320043e-02  8.13122243e-02
 -5.15260100e-01  2.73221999e-01 -1.04708029e-02 -2.23875955e-01
  3.49234752e-02  8.28004628e-02 -3.79289329e-01 -2.42291287e-01
 -8.11722577e-02  7.65128583e-02 -2.12113619e-01  1.27750576e-01
 -1.72795668e-01  9.27146971e-02 -1.80784866e-01  4.46201384e-01
 -3.73473912e-02 -5.29295877e-02]",33.509434,-13.091744,3041,10,0.0027484246944286784,8.507179333924821,2,0,dumbledor,dumbledor,dumbl,NN,NN
