term_str,PC0,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
lockharts,0.08747088804869073,-0.026090249459752073,-0.008622391631970287,-0.023747248861642006,-0.13348984125358163,0.12400117243393462,0.0012896084739404655,0.011024897719438955,-0.0011378961006131845,0.005220017064334797
couldnt,0.08422679220783272,-0.021250749749595732,-0.003734119600481544,-0.014967362939157456,-0.07980921013526093,0.057135267385212664,-0.0023893819601544103,-0.016127206073337508,-0.00016314697993643893,-0.004115000811707287
dementors,-0.025160219848421678,-0.04278802937888746,0.027163492909419152,0.11490253542845437,0.010196558680410656,-0.017868297414145126,0.0027293253456745115,0.0014395687707483079,-0.0012190807934507743,0.006502028940495041
hallows,0.06359334678697681,0.013334046131396854,0.028077014635971103,0.001983669735831726,0.22005052091718744,0.12058321612292024,0.0032821304265962963,-0.007424197079347705,0.0021491592978283413,-0.0011351788060628692
marge,-0.08589465365466532,-0.08680752949466164,0.08098888284391664,0.15991230311039276,-0.027821632632469687,0.010976240579134197,-0.0053071057181407035,-0.009683993849548825,0.002737983759161609,-0.001507984841396913
horcruxes,0.02106414801201771,0.05403028206050372,0.022764312578562453,-0.0001930374249338984,0.09735972118549174,0.05597669147516931,-0.004709351912549178,0.0052853436299924415,-0.007489241609144456,0.0027065734079872003
gilderoy,0.08324569670239083,-0.0248061883394656,-0.008161614024339084,-0.022497429566434655,-0.12665317088347502,0.11698221491527579,0.008135414847293304,-0.009415557633532991,0.0017328253981179138,-0.0015711417722236508
crouch,-0.04410108000691579,-0.010460594273276657,-0.16485786677596367,-0.0007853695006958529,0.015167756104873444,-0.007878035838391521,-0.0018655947534190797,-0.0008838410648546499,-0.004999875520700863,-0.003265891981200413
ma,-0.019273884192363665,0.0906380505970479,0.017184804325422152,-0.0022234705124579354,-0.01999229524750104,-0.005944962426271821,0.0011018274955556968,-0.0003549090655207216,0.011739811252141562,-0.0014608518060110535
cedric,-0.032011816220345816,-0.011608612284734183,-0.13362317724823713,0.005247931196109575,0.013539092578444658,-0.022423686648960897,0.008249052660908375,0.0055505914111955955,0.006531039279760905,0.007046127212367468
ogden,-0.01672840091787925,0.0851923468845679,0.016312894910481185,-0.0019188963655716402,-0.01890729325680151,-0.009284188870604618,0.00017958457826694243,-0.04235367451934596,0.0017346180437997722,0.0029695354552592952
trelawney,-0.03216517602281737,-0.03048120798479964,0.02182715251448248,0.1017203396768732,-0.015355549011535815,-0.026233905806055204,-0.005770103773255097,-0.014306836396915764,-0.007176033244726949,0.0027006454078013307
couldn,-0.07898126490311153,-0.06020442053518986,0.03486550186102271,-0.06141414223993862,0.0027874123271876675,-0.010625140064648337,0.0008635817441260458,0.013671790638758428,-0.0022753100527296947,0.0030699671620285553
fo,-0.017929194597547625,0.08431446567167247,0.015985864488764802,-0.0020683446627515517,-0.018597483951163743,-0.005530197605834234,-0.006690317444656486,-0.025930730772582733,0.008064796228413969,0.012488279828040046
havent,0.06761648962680766,-0.014927233022585855,0.002808360628052309,-0.0028263079917815134,-0.025684170332014113,-0.015002979155012119,-0.004579285197124629,0.011198199063082804,-0.0049888390416365554,0.0008003719467942517
prophecy,0.021201947465383286,0.03895150156975001,0.01102984949930194,0.0026016392988152588,-0.008089714195019368,-0.07722746095522356,-0.005534792908214784,-0.0396771619032928,-0.003941820270282299,0.008264302973839288
didnt,0.06633554951106486,-0.015114636118357928,0.0004568372327098215,-0.01030697081783788,-0.040897199475639905,0.03113305253607696,-0.0009108706684279857,0.007677553846891773,-0.005603455898214355,0.004025725201168014
rons,0.05875398689995349,-0.00712497068909465,0.002402884336019625,-0.005094781750791083,-0.009145757239527413,0.008576690228711992,-0.0022050056441663348,0.0480581747001757,-0.005496889152559586,0.008293441300073841
borgin,0.018222193802327143,0.03759005002536681,0.006634340574007743,-0.008646550088784044,-0.04438483283741479,0.04369352136684916,-0.013257796257141992,-0.02843975610306098,-0.016311630511770082,-0.0011671528857255416
eater,0.01733683147741337,0.023853222530764065,-0.010159643460575674,0.0013010166966739892,0.054987448374822986,-0.0007445589730101736,-0.007990352656636434,-0.05705693598915207,0.015117844854725136,0.0010734090762331322
flamel,-0.11284477105320798,-0.10693940161472008,0.1014797195108779,-0.21135306636676837,0.005551854265360637,-0.030563482641701886,0.0008745089689246503,0.0037070091089666662,0.0019033487905884003,0.0019103127364706323
youll,0.06379288992134462,-0.012666558900487863,0.002199783655623066,-0.0054816064710213755,-0.020827778156923674,0.0008642344645841175,0.0032631565152592495,-0.00841464818220994,0.011549012371867255,-0.00024293825942761258
ing,-0.022834730703983314,0.06343621955594762,0.019552248015393195,-0.01623157930783451,-0.015483183697016283,-0.007764677524168876,0.006157899298414192,0.003989551386615174,-0.017960551020010283,0.007080108523297115
r,-0.01156106533258881,0.06403736036901003,0.01583170857219834,0.0045060302924671315,-0.010150546848309244,-0.002259612762112181,0.008499971917933917,0.03786015992468783,-0.00032688507056297675,0.009572531939253342
locket,0.02826109428572898,0.029689688890890454,0.018800516946215234,0.0005158714895535735,0.10789845718658089,0.05916046131957608,0.0027551902292778287,-0.010691067879019956,-0.01550298203920606,-0.005703648538163326
maxime,-0.033538301502737546,-0.007518471034280787,-0.1265523823101737,-0.0003635548444302355,0.011752807938036595,-0.009758164462286584,0.009898841334593764,0.0015111557112492506,-0.009780377324036632,0.00474197973924604
scabbers,-0.06341401817442024,-0.06481668687217487,0.058847256013596264,0.1046625346310756,-0.022103458203322383,0.011537562136508174,-0.0024535785520243894,0.005625608873667851,-0.0058209726933267005,-0.005415105649038912
dyou,0.060120190336626134,-0.012104475447648193,0.0015308226008258095,-0.005015255602731446,-0.026055975254769274,-0.007318175219468837,0.011389896946933643,-0.002165059950263346,0.01742091994954948,-0.0033659327147811152
e,-0.014991228985530465,0.06121083838158587,0.009780430226585401,0.004683224445366685,-0.013712501050810037,-0.005525277780826269,-0.008912484629284432,-0.008824096259547377,0.012617410430492833,-0.0005233808600152189
umbridges,0.059809816986006556,-0.009829932273783919,0.006532892938563144,0.006789583126344957,0.01929676159017771,-0.12445176200711162,0.016987588098485516,0.01954831360239099,0.003837354689908112,-0.0045123418462188975
youve,0.0567285855180453,-0.012469155578028482,0.0024333688665441155,-0.0022601455665409954,-0.018734833172185786,-0.0017000848938160996,0.005765222476374778,0.008808980044020694,0.019111364374670637,0.006350843429228372
rita,-0.005877060338206539,-0.005056082239791515,-0.07801833253199371,0.001033336522994714,0.03281261226292761,-0.013757884745906621,-0.01526734642433038,0.02082179168622398,-0.004362553623261654,0.0017047262695401055
bertha,-0.033923213565527355,-0.007715496654287038,-0.12189664882544297,-0.0005594811169866282,0.011551809359414715,-0.004539441350197654,0.009973166924329938,-0.013382603974780933,0.007672215913906579,0.008949271252234537
crookshanks,-0.03993589061502295,-0.042652613374195444,0.03221401098061325,0.11214361122806582,-0.014173070433960485,-0.0022545245350979464,-0.0005714646672633434,0.0066476019120601535,-0.004392381932105828,0.002410546003771053
dumble,-0.01434335567803809,0.067451572537338,0.012788691591011845,-0.0016546757302012447,-0.014877987160931007,-0.004424158084667378,-0.0010289651445794924,0.03723641094232794,-0.01697899695779074,0.0036169298688159593
godrics,0.042711949334536675,0.00895570262556506,0.01885769639729401,0.0013323154942153522,0.1477951259891558,0.08098872724673753,-0.004301197546135879,0.0015607395353339588,-0.003327235201153706,0.0039023054418219003
flint,-0.045385740456483165,-0.06152145341382613,0.05214136475654789,-0.034405461685026055,-0.02962363099432857,0.01650717990125347,0.015408071537608948,-0.019210720367831908,-0.0006101233551192905,0.000997800519115338
prince,-0.01594320913496433,0.0604392191896485,0.014667939542868774,-0.006992199407070711,-0.013951191258512036,-0.006252471859959613,0.0035090070593902017,0.015400993123581142,0.014857922437557779,0.0005963750097125689
ariana,0.041762794904880336,0.008756687011663615,0.01843863647735414,0.001302708483232773,0.1445107898560635,0.07918897775236564,0.0007694351017574938,0.024407596433238858,0.0061644870935642524,0.0023451187207783556
ce,-0.013895125813099398,0.06534371089554618,0.012389044978792728,-0.001602967113632454,-0.014413050062151912,-0.00428590314452155,-0.008504427879740324,0.021619267380468647,-0.014668296493586338,0.020950064869767103
dore,-0.013895125813099398,0.06534371089554618,0.01238904497879273,-0.0016029671136324544,-0.01441305006215191,-0.00428590314452155,0.011526186866548722,-0.03964157243141089,-0.0009803409216566472,-0.007617316045211787
ollivander,-0.020729333762499528,-0.027639929291595103,0.02557701716781979,-0.06490448357763935,0.06736872840452737,0.025361771955196306,0.03584411911425065,-0.03155248699415296,0.0056385861838412,-0.007686471981934565
diadem,0.040813640475223956,0.008557671397762175,0.01801957655741427,0.0012731014722502105,0.14122645372297118,0.07738922825799374,-0.001245390990098867,0.01511104332741871,-0.009735632613528639,0.001843547970717499
ey,-0.01344689594816072,0.06323584925375436,0.011989398366573615,-0.0015512584970636628,-0.013948112963372807,-0.004147648204375675,0.001616277283329739,-0.004470273548830867,-0.006978693090057201,0.01907677171870052
felix,-0.01344689594816072,0.06323584925375436,0.011989398366573615,-0.0015512584970636628,-0.013948112963372807,-0.004147648204375675,-0.015565727808537731,0.010845688570558286,0.011522688552024197,-0.03967246666299518
du,-0.012998666083222022,0.06112798761196257,0.011589751754354487,-0.0014995498804948883,-0.013483175864593721,-0.004009393264229838,0.02598837553187903,-0.04798844311602005,-0.007763704690754261,0.0032661248232677964
cattermole,0.038915331615911215,0.008159640169959268,0.017181456717534543,0.001213887450285083,0.13465778145678642,0.07378972926924979,0.005115262341688399,0.001494552821371905,-0.0055753576339713585,0.0013197926756201564
madeye,-0.029786236301438666,-0.006774582428154461,-0.10703120384673052,-0.000491251712476185,0.010143052120461718,-0.003985850941636971,0.02105923961044364,-0.011569948653138715,0.008403840872477931,0.003991997640274847
buckbeak,-0.043999968237948606,-0.04001906818863327,0.03450594678487711,0.11030159808053448,-0.016064389617680273,0.008579471357077088,-0.003163761452108119,0.00019931832087485856,0.006905367216099722,0.001421175657627047
beauxbatons,-0.029052814446523578,-0.005185115040828938,-0.10310159007090867,-0.0005076861184310362,0.009495712921272137,-0.003938100821039609,-0.0022176995012783214,-0.005537932220333729,0.0018871340481692424,-0.0020093011558736497
skeeter,-0.008787559010903681,-0.0018386825637977328,-0.06769464347163255,7.18110304930142e-05,0.04451245112039049,0.01631463685231451,0.0121536173299853,-0.0037797432800699376,-0.004188719592299213,0.007057529928955761
hogsmeade,-0.026448509062634046,-0.02020943236386536,0.018176107074984498,0.07351040071232161,-0.005289522187543132,-0.0027331975298695967,0.018698519157737608,0.027257009266187345,0.002887320515343078,-0.0186448745341845
grindelwald,0.024833857957286685,-0.0011989541240088955,0.02260295351468527,-0.015212517661388722,0.11639552835066484,0.06119732501995486,0.007319461473666959,-0.014093022707181288,-0.0006421370531524964,0.004359879157729099
rosmerta,-0.03409374649972399,-0.007114742436079723,0.023502275795099097,0.07122247470548194,-0.014754334463194055,0.005651177095239431,0.0027638068924716345,-0.002481300056276542,-0.024482724095555873,0.0060607410051807045
kingsley,0.040474201809392985,0.0018165383925778191,0.01076116999782588,0.003119811668047945,0.06895990183751365,-0.013942402503240407,-0.0029758062878153415,-0.006896533422639345,-0.010387017930233548,-0.01578447393651371
zabini,-0.015929874647976783,0.05015813735846222,0.014173897895794232,-0.00946201573340647,-0.011922042264473593,-0.004824948173303403,-0.010500244751099421,0.01594881950970749,-0.012236252231448792,0.010766628630619172
hermi,-0.012102206353344639,0.05691226432837896,0.01079045852991625,-0.001396132647357308,-0.01255330166703554,-0.003732883383938114,-0.02187879859679798,-0.059397419693944326,-0.010175011255210326,-0.007312940114175459
merope,-0.012102206353344636,0.05691226432837895,0.01079045852991625,-0.0013961326473573082,-0.012553301667035542,-0.00373288338393811,-0.009358536448076701,-0.00819082657645446,0.0031082040052176872,-0.007912834919558185
mom,-0.08274551367740768,-0.07820715879008767,0.07403373913581315,-0.15445911501304566,0.0030812325796375026,-0.02286962152562042,0.0020617118156204526,0.009551199051476392,-0.0034165903207935932,-0.0015771911113068387
boggart,-0.03266298961583527,-0.040100994193322234,0.0352970261275846,0.10063208895615254,-0.014999799811434691,-0.006087629743524986,-0.010543029466544505,-0.003155477985729164,0.001614163106835271,-0.0011213436940696502
mbledore,-0.011653976488405948,0.05480440268658712,0.010390811917697121,-0.0013444240307885177,-0.012088364568256443,-0.0035946284437922598,1.9418341149712052e-05,-0.09256862039255596,0.003332850510118597,-0.007235151966751447
diary,0.03933945230114938,-0.005035335861429934,-0.002352717264968645,-0.010763066221730629,-0.05424737852039746,0.059639675679695886,0.032243383929108464,-0.016469197371900713,-0.008646098878771047,-0.01128465475479571
dumbledores,0.03283600443813351,0.0025658743045884934,0.002382051072693203,5.510871687315631e-05,0.025128321451329913,-0.009607138620944313,0.013264260353658566,0.010487431153748929,0.044887931834548186,0.002166748804536881
cho,0.015981640116612156,-0.011437170861118425,-0.009441386428191737,0.02058366931271297,0.0018059266872347977,-0.06550312047283996,0.002709155745386932,-0.020746329063595477,0.02804717491689298,-0.012504001540448315
wormtail,-0.018693596572818827,-0.007099717187184851,-0.06407883007194645,0.011324210309009517,0.008832540880499494,-0.009476422251460469,0.014342215109619107,-0.00278053846830215,0.008583946303572376,-0.004949234783138944
hermiones,0.0396327207482156,-0.0048340810666082056,0.002272479791417601,-0.0017022535853899404,0.012639422435872252,-0.00017691934165069812,-0.025452388524836087,0.06754076479605045,-0.006095346172786605,0.008966034921464028
ern,-0.04217019664137137,-0.043063479123916074,0.04012309880013112,0.11081765904848216,-0.016550923127448526,0.009388484907843796,-0.012742235294590669,-0.006161346849702987,-0.004576699419379177,-0.0034721754508004643
wont,0.03860025901296196,-0.0037481398755133287,0.0016706893173722675,-0.002904093451047383,-0.00780739640619681,-0.0024543175242770546,0.03340419092970454,-0.03264028955116733,-0.028525746936018333,-0.0026860001153056045
phineas,0.03188975831486872,0.006791323914265986,0.009440380980812473,0.002528455018365866,0.05066867846369357,-0.017490668331853015,-0.005014522234454318,0.06927059835651266,0.004483349419068991,-0.010756552881162328
felicis,-0.011205746623467266,0.05269654104479533,0.009991165305478009,-0.001292715414219728,-0.011623427469477353,-0.003456373503646396,0.0024392704976805048,-0.035766482261567305,0.013334565590332189,-0.003542896665063704
itll,0.04339575917979355,-0.00954628682631396,3.5190220860416646e-05,-0.006488513850034393,-0.027154795693164462,0.02590521668323444,0.01616045138438267,0.05096664477684226,0.014009828836765105,-0.006070137185202478
arent,0.042055394450552175,-0.007060066899358316,0.0027102843982762573,-0.0033669548432705317,-0.0019774213112943124,0.007985904675259883,-0.017987794219831335,-0.0635222410589323,-0.008736171566413233,0.009507345337688124
myrtles,0.04383183789020485,-0.013603792526274151,-0.006752218207674379,-0.01313188771972747,-0.07160364932900995,0.07362777444065455,-0.0048819305461504335,-0.025423718314883315,0.00880164369778837,-0.0011992842818656373
madame,-0.018742623700232552,-0.0042341521780278986,-0.07907948571507889,-0.0001477890905173174,0.01593903060818974,-0.001659383578093103,-0.007856989760553264,0.023434853581801952,-0.005868743794643916,0.0104013964284686
muriel,0.029076179710017237,0.010349194798937505,0.013991469316720207,0.0008341093560728888,0.10270919839478558,0.056507601074210746,-0.0029950896933444923,-0.0168678627540449,-0.0036466714919286282,-0.0020002584792920986
firebolt,-0.03398242162174774,-0.03433472699585828,0.02310818876091285,0.08822299062235238,-0.010791502833553842,0.003536556556220153,0.002013516184572459,0.01854251664477357,-0.00427205348273833,-0.011442643053731763
dumbledor,-0.010757516758528565,0.05058867940300351,0.009591518693258892,-0.0012410067976509345,-0.011158490370698252,-0.0033181185635005445,0.01876456678819912,0.030735522768146086,0.0004472698339335313,-0.00030981092231919795
yaxley,0.03026437284129672,0.007763267269708023,0.013746677848061996,0.0009197494083778324,0.10542227671767349,0.05784428193731872,0.009110655819931117,-0.026234295019452028,-0.0006180513101142191,-0.00485936547812125
